"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1467564","GSM1965293: single EC derived from H1 hESC [EC_Batch1.022]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194792","","350.07","1","10077411","513947961","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467563","GSM1965292: single EC derived from H1 hESC [EC_Batch1.021]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194791","","581.72","1","18816955","959664705","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467562","GSM1965291: single EC derived from H1 hESC [EC_Batch1.020]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194790","","356.02","1","10502040","535604040","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467561","GSM1965290: single EC derived from H1 hESC [EC_Batch1.019]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194793","","390.61","1","12552270","640165770","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467560","GSM1965289: single EC derived from H1 hESC [EC_Batch1.018]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194795","","374.22","1","11784969","601033419","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467559","GSM1965288: single EC derived from H1 hESC [EC_Batch1.017]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194794","","428.74","1","14092377","718711227","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467558","GSM1965287: single EC derived from H1 hESC [EC_Batch1.016]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194796","","346.51","1","11364403","579584553","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467557","GSM1965286: single EC derived from H1 hESC [EC_Batch1.015]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194798","","408.51","1","13312304","678927504","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467556","GSM1965285: single EC derived from H1 hESC [EC_Batch1.014]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194797","","388.78","1","12710474","648234174","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467555","GSM1965284: single EC derived from H1 hESC [EC_Batch1.013]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194799","","405.56","1","13212621","673843671","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467554","GSM1965283: single EC derived from H1 hESC [EC_Batch1.012]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194800","","332.98","1","9569613","488050263","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467553","GSM1965282: single EC derived from H1 hESC [EC_Batch1.011]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194801","","398.09","1","12181834","621273534","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467552","GSM1965281: single EC derived from H1 hESC [EC_Batch1.010]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194803","","318.39","1","9262859","472405809","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467551","GSM1965280: single EC derived from H1 hESC [EC_Batch1.009]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194802","","368.46","1","11767239","600129189","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467550","GSM1965279: single EC derived from H1 hESC [EC_Batch1.008]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194804","","219.2","1","6732435","343354185","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467549","GSM1965278: single EC derived from H1 hESC [EC_Batch1.007]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194805","","279.22","1","7927989","404327439","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467548","GSM1965277: single EC derived from H1 hESC [EC_Batch1.006]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194806","","174.44","1","4828134","246234834","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467547","GSM1965276: single EC derived from H1 hESC [EC_Batch1.005]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194808","","279.86","1","8713346","444380646","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467546","GSM1965275: single EC derived from H1 hESC [EC_Batch1.004]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194807","","107.72","1","2925517","149201367","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467545","GSM1965274: single EC derived from H1 hESC [EC_Batch1.003]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194809","","279.64","1","8996358","458814258","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467544","GSM1965273: single EC derived from H1 hESC [EC_Batch1.002]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194810","","255","1","7095653","361878303","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467543","GSM1965272: single EC derived from H1 hESC [EC_Batch1.001]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194811","","286.3","1","8446989","430796439","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467542","GSM1965271: single DEC derived from H1 hESC [DEC_Batch2.144]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194812","","209.37","1","7119124","363075324","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467541","GSM1965270: single DEC derived from H1 hESC [DEC_Batch2.143]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194814","","243.84","1","8269709","421755159","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467540","GSM1965269: single DEC derived from H1 hESC [DEC_Batch2.142]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194813","","200.04","1","6672733","340309383","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467539","GSM1965268: single DEC derived from H1 hESC [DEC_Batch2.141]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194815","","229.68","1","7826612","399157212","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467538","GSM1965267: single DEC derived from H1 hESC [DEC_Batch2.140]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194816","","199.66","1","6720876","342764676","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467537","GSM1965266: single DEC derived from H1 hESC [DEC_Batch2.139]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194817","","262.03","1","8837903","450733053","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467536","GSM1965265: single DEC derived from H1 hESC [DEC_Batch2.138]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194818","","267.04","1","8744389","445963839","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467535","GSM1965264: single DEC derived from H1 hESC [DEC_Batch2.137]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194819","","268.18","1","8891624","453472824","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467534","GSM1965263: single DEC derived from H1 hESC [DEC_Batch2.136]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194820","","305.12","1","10049350","512516850","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467533","GSM1965262: single DEC derived from H1 hESC [DEC_Batch2.135]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194823","","298.69","1","9908101","505313151","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467532","GSM1965261: single DEC derived from H1 hESC [DEC_Batch2.134]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194821","","299.48","1","9512908","485158308","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467531","GSM1965260: single DEC derived from H1 hESC [DEC_Batch2.133]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194822","","352.24","1","11614147","592321497","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467530","GSM1965259: single DEC derived from H1 hESC [DEC_Batch2.132]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194824","","269.73","1","9085885","463380135","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467529","GSM1965258: single DEC derived from H1 hESC [DEC_Batch2.131]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194825","","245.39","1","8297313","423162963","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467528","GSM1965257: single DEC derived from H1 hESC [DEC_Batch2.130]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194826","","222.37","1","7459960","380457960","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467527","GSM1965256: single DEC derived from H1 hESC [DEC_Batch2.129]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194828","","218.61","1","7421759","378509709","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467526","GSM1965255: single DEC derived from H1 hESC [DEC_Batch2.128]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194827","","179.73","1","6076534","309903234","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467525","GSM1965254: single DEC derived from H1 hESC [DEC_Batch2.127]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194829","","279.29","1","9430159","480938109","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467524","GSM1965253: single DEC derived from H1 hESC [DEC_Batch2.126]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194830","","206.51","1","6890686","351424986","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467523","GSM1965252: single DEC derived from H1 hESC [DEC_Batch2.125]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194831","","240.55","1","7911344","403478544","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467522","GSM1965251: single DEC derived from H1 hESC [DEC_Batch2.124]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194832","","220.1","1","7044650","359277150","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467521","GSM1965250: single DEC derived from H1 hESC [DEC_Batch2.123]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194833","","289.04","1","9566317","487882167","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467520","GSM1965249: single DEC derived from H1 hESC [DEC_Batch2.122]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194834","","224.82","1","7257976","370156776","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467519","GSM1965248: single DEC derived from H1 hESC [DEC_Batch2.121]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194839","","322.67","1","10647652","543030252","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467518","GSM1965247: single DEC derived from H1 hESC [DEC_Batch2.120]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193296","","243.08","1","8231085","419785335","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467517","GSM1965246: single DEC derived from H1 hESC [DEC_Batch2.119]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194835","","114.33","1","3868888","197313288","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467516","GSM1965245: single DEC derived from H1 hESC [DEC_Batch2.118]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194837","","185.47","1","6248417","318669267","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
